meeting	text	seq
200312	 The Committee perceives that the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal. The probability of an unwelcome fall in inflation has diminished in recent months and now appears almost equal to that of a rise in inflation. However, with inflation quite low and resource use slack, the Committee believes that policy accommodation can be maintained for a considerable period.	2
200312	 Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; J. Alfred Broaddus, Jr.; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jack Guynn; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; and Robert T. Parry.	3
200401	 The Federal Open Market Committee decided today to keep its target for the federal funds rate at 1 percent.	0
200401	 The Committee continues to believe that an accommodative stance of monetary policy, coupled with robust underlying growth in productivity, is providing important ongoing support to economic activity. The evidence accumulated over the intermeeting period confirms that output is expanding briskly. Although new hiring remains subdued, other indicators suggest an improvement in the labor market. Increases in core consumer prices are muted and expected to remain low.	1
200401	 The Committee perceives that the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal. The probability of an unwelcome fall in inflation has diminished in recent months and now appears almost equal to that of a rise in inflation. With inflation quite low and resource use slack, the Committee believes that it can be patient in removing its policy accommodation.	2
200401	 Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Thomas M. Hoenig; Donald L. Kohn; Cathy E. Minehan; Mark W. Olson; Sandra Pianalto; and William Poole.	3
200403	 The Federal Open Market Committee decided today to keep its target for the federal funds rate at 1 percent.	0
200403	 The Committee continues to believe that an accommodative stance of monetary policy, coupled with robust underlying growth in productivity, is providing important ongoing support to economic activity. The evidence accumulated over the intermeeting period indicates that output is continuing to expand at a solid pace. Although job losses have slowed, new hiring has lagged. Increases in core consumer prices are muted and expected to remain low.	1
200403	 The Committee perceives the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal. The probability of an unwelcome fall in inflation has diminished in recent months and now appears almost equal to that of a rise in inflation. With inflation quite low and resource use slack, the Committee believes that it can be patient in removing its policy accommodation.	2
200403	 Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Thomas M. Hoenig; Donald L. Kohn; Cathy E. Minehan; Mark W. Olson; Sandra Pianalto; and William Poole.	3
200405	 The Federal Open Market Committee decided today to keep its target for the federal funds rate at 1 percent.	0
200405	 The Committee continues to believe that an accommodative stance of monetary policy, coupled with robust underlying growth in productivity, is providing important ongoing support to economic activity. The evidence accumulated over the intermeeting period indicates that output is continuing to expand at a solid rate and hiring appears to have picked up. Although incoming inflation data have moved somewhat higher, long-term inflation expectations appear to have remained well contained.	1
200405	 The Committee perceives the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal. Similarly, the risks to the goal of price stability have moved into balance. At this juncture, with inflation low and resource use slack, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured.	2
200405	 Voting for the FOMC monetary policy actions were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Thomas M. Hoenig; Donald L. Kohn; Cathy E. Minehan; Mark W. Olson; Sandra Pianalto; and William Poole.	3
200406	 The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 1-1/4 percent.	0
200406	 The Committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity. The evidence accumulated over the intermeeting period indicates that output is continuing to expand at a solid pace and labor market conditions have improved. Although incoming inflation data are somewhat elevated, a portion of the increase in recent months appears to have been due to transitory factors.	1
200406	 The Committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters are roughly equal. With underlying inflation still expected to be relatively low, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured. Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.	2
200406	 Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Thomas M. Hoenig; Donald L. Kohn; Cathy E. Minehan; Mark W. Olson; Sandra Pianalto; and William Poole.	3
200406	 In a related action, the Board of Governors approved a 25 basis point increase in the discount rate to 2-1/4 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas and San Francisco. 	4
200408	 The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 1-1/2 percent.	0
200408	 The Committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity. In recent months, output growth has moderated and the pace of improvement in labor market conditions has slowed. This softness likely owes importantly to the substantial rise in energy prices. The economy nevertheless appears poised to resume a stronger pace of expansion going forward. Inflation has been somewhat elevated this year, though a portion of the rise in prices seems to reflect transitory factors.	1
200408	 The Committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters are roughly equal. With underlying inflation still expected to be relatively low, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured. Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.	2
200408	 Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Thomas M. Hoenig; Donald L. Kohn; Cathy E. Minehan; Mark W. Olson; Sandra Pianalto; and William Poole.	3
200408	 In a related action, the Board of Governors unanimously approved a 25 basis point increase in the discount rate to 2-1/2 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas, and San Francisco.	4
200409	 The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 1-3/4 percent.	0
200409	 The Committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity. After moderating earlier this year partly in response to the substantial rise in energy prices, output growth appears to have regained some traction, and labor market conditions have improved modestly. Despite the rise in energy prices, inflation and inflation expectations have eased in recent months.	1
200409	 The Committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters to be roughly equal. With underlying inflation expected to be relatively low, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured. Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.	2
200409	 Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Thomas M. Hoenig; Donald L. Kohn; Cathy E. Minehan; Mark W. Olson; Sandra Pianalto; and William Poole.	3
200409	 In a related action, the Board of Governors unanimously approved a 25 basis point increase in the discount rate to 2-3/4 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas, and San Francisco.	4
200411	 The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 2 percent.	0
200411	 The Committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity. Output appears to be growing at a moderate pace despite the rise in energy prices, and labor market conditions have improved. Inflation and longer-term inflation expectations remain well contained.	1
200411	 The Committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters to be roughly equal. With underlying inflation expected to be relatively low, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured. Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.	2
200411	 Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Thomas M. Hoenig; Donald L. Kohn; Cathy E. Minehan; Mark W. Olson; Sandra Pianalto; and William Poole.	3
200411	 In a related action, the Board of Governors unanimously approved a 25 basis point increase in the discount rate to 3 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, and Kansas City.	4
200412	 The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 2-1/4 percent.	0
200412	 The Committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity. Output appears to be growing at a moderate pace despite the earlier rise in energy prices, and labor market conditions continue to improve gradually. Inflation and longer-term inflation expectations remain well contained.	1
200412	 The Committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters to be roughly equal. With underlying inflation expected to be relatively low, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured. Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.	2
200412	 Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Thomas M. Hoenig; Donald L. Kohn; Cathy E. Minehan; Mark W. Olson; Sandra Pianalto; and William Poole.	3
200412	 In a related action, the Board of Governors unanimously approved a 25 basis point 	4
200412	 increase in the discount rate to 3-1/4 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas, and San Francisco.	5
200412	 In addition, the Committee unanimously decided to expedite the release of its minutes. Beginning with this meeting, the minutes of regularly scheduled meetings will be released three weeks after the date of the policy decision. The first set of expedited minutes will be released at 2 p.m. EST on January 4, 2005.	6
200502	 The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 2-1/2 percent.	0
200502	 The Committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity. Output appears to be growing at a moderate pace despite the rise in energy prices, and labor market conditions continue to improve gradually. Inflation and longer-term inflation expectations remain well contained.	1
200502	 The Committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters to be roughly equal. With underlying inflation expected to be relatively low, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured. Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.	2
200502	 Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jack Guynn; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; Anthony M. Santomero; and Gary H. Stern.	3
200502	 In a related action, the Board of Governors unanimously approved a 25-basis-point increase in the discount rate to 3-1/2 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas, and San Francisco.	4
200503	 The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 2-3/4 percent.	0
200503	 The Committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity. Output evidently continues to grow at a solid pace despite the rise in energy prices, and labor market conditions continue to improve gradually. Though longer-term inflation expectations remain well contained, pressures on inflation have picked up in recent months and pricing power is more evident. The rise in energy prices, however, has not notably fed through to core consumer prices.	1
200503	 The Committee perceives that, with appropriate monetary policy action, the upside and downside risks to the attainment of both sustainable growth and price stability should be kept roughly equal. With underlying inflation expected to be contained, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured. Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.	2
200503	 Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Ben S. Bernanke; Susan S. Bies; Roger W. Ferguson, Jr.; Edward M. Gramlich; Jack Guynn; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; Anthony M. Santomero; and Gary H. Stern.	3
200503	 In a related action, the Board of Governors unanimously approved a 25-basis-point increase in the discount rate to 3-3/4 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, and San Francisco.	4
200505	 The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 3 percent.	0
200505	 The Committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity. Recent data suggest that the solid pace of spending growth has slowed somewhat, partly in response to the earlier increases in energy prices. Labor market conditions, however, apparently continue to improve gradually. Pressures on inflation have picked up in recent months and pricing power is more evident. Longer-term inflation expectations remain well contained.	1
200505	 The Committee perceives that, with appropriate monetary policy action, the upside and downside risks to the attainment of both sustainable growth and price stability should be kept roughly equal. With underlying inflation expected to be contained, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured. Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.	2
200505	 Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Roger W. Ferguson, Jr.; Richard W. Fisher; Edward M. Gramlich; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; Anthony M. Santomero; and Gary H. Stern.	3
200505	 In a related action, the Board of Governors unanimously approved a 25-basis-point increase in the discount rate to 4 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas, and San Francisco.	4
200506	 The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 3-1/4 percent.	0
200506	 The Committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity. Although energy prices have risen further, the expansion remains firm and labor market conditions continue to improve gradually. Pressures on inflation have stayed elevated, but longer-term inflation expectations remain well contained.	1
200506	 The Committee perceives that, with appropriate monetary policy action, the upside and downside risks to the attainment of both sustainable growth and price stability should be kept roughly equal. With underlying inflation expected to be contained, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured. Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.	2
200506	 Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Roger W. Ferguson, Jr.; Richard W. Fisher; Edward M. Gramlich; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; Anthony M. Santomero; and Gary H. Stern.	3
200506	 In a related action, the Board of Governors unanimously approved a 25-basis-point increase in the discount rate to 4-1/4 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas, and San Francisco.	4
200508	 The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 3-1/2 percent.	0
200508	 The Committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity. Aggregate spending, despite high energy prices, appears to have strengthened since late winter, and labor market conditions continue to improve gradually. Core inflation has been relatively low in recent months and longer-term inflation expectations remain well contained, but pressures on inflation have stayed elevated.	1
200508	 The Committee perceives that, with appropriate monetary policy action, the upside and downside risks to the attainment of both sustainable growth and price stability should be kept roughly equal. With underlying inflation expected to be contained, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured. Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.	2
200508	 Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Roger W. Ferguson, Jr.; Richard W. Fisher; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; Anthony M. Santomero; and Gary H. Stern.	3
200508	 In a related action, the Board of Governors unanimously approved a 25-basis-point increase in the discount rate to 4-1/2 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas, and San Francisco.	4
200509	 The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 3-3/4 percent.	0
200509	 Output appeared poised to continue growing at a good pace before the tragic toll of Hurricane Katrina. The widespread devastation in the Gulf region, the associated dislocation of economic activity, and the boost to energy prices imply that spending, production, and employment will be set back in the near term. In addition to elevating premiums for some energy products, the disruption to the production and refining infrastructure may add to energy price volatility.	1
200509	 While these unfortunate developments have increased uncertainty about near-term economic performance, it is the Committee's view that they do not pose a more persistent threat. Rather, monetary policy accommodation, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity. Higher energy and other costs have the potential to add to inflation pressures. However, core inflation has been relatively low in recent months and longer-term inflation expectations remain contained.	2
200509	 The Committee perceives that, with appropriate monetary policy action, the upside and downside risks to the attainment of both sustainable growth and price stability should be kept roughly equal. With underlying inflation expected to be contained, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured. Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.	3
200509	 Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Roger W. Ferguson, Jr.; Richard W. Fisher; Donald L. Kohn; Michael H. Moskow; Anthony M. Santomero; and Gary H. Stern. Voting against was Mark W. Olson, who preferred no change in the federal funds rate target at this meeting.	4
200509	 In a related action, the Board of Governors unanimously approved a 25-basis-point increase in the discount rate to 4-3/4 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Richmond, Chicago, Minneapolis, and Kansas City.	5
200511	 The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 4 percent.	0
200511	 Elevated energy prices and hurricane-related disruptions in economic activity have temporarily depressed output and employment. However, monetary policy accommodation, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity that will likely be augmented by planned rebuilding in the hurricane-affected areas. The cumulative rise in energy and other costs has the potential to add to inflation pressures; however, core inflation has been relatively low in recent months and longer-term inflation expectations remain contained.	1
200511	 The Committee perceives that, with appropriate monetary policy action, the upside and downside risks to the attainment of both sustainable growth and price stability should be kept roughly equal. With underlying inflation expected to be contained, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured. Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.	2
200511	 Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Roger W. Ferguson, Jr.; Richard W. Fisher; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; Anthony M. Santomero; and Gary H. Stern.	3
200511	 In a related action, the Board of Governors unanimously approved a 25-basis point increase in the discount rate to 5 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas, and San Francisco.	4
200512	 The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 4-1/4 percent.	0
200512	 Despite elevated energy prices and hurricane-related disruptions, the expansion in economic activity appears solid. Core inflation has stayed relatively low in recent months and longer-term inflation expectations remain contained. Nevertheless, possible increases in resource utilization as well as elevated energy prices have the potential to add to inflation pressures.	1
200512	 The Committee judges that some further measured policy firming is likely to be needed to keep the risks to the attainment of both sustainable economic growth and price stability roughly in balance. In any event, the Committee will respond to changes in economic prospects as needed to foster these objectives.	2
200512	 Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Roger W. Ferguson, Jr.; Richard W. Fisher; Donald L. Kohn; Michael H. Moskow; Mark W. Olson; Anthony M. Santomero; and Gary H. Stern.	3
200512	 In a related action, the Board of Governors unanimously approved a 25-basis point increase in the discount rate to 5-1/4 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas, and San Francisco.	4
200601	 The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 4-1/2 percent.	0
200601	 Although recent economic data have been uneven, the expansion in economic activity appears solid. Core inflation has stayed relatively low in recent months and longer-term inflation expectations remain contained. Nevertheless, possible increases in resource utilization as well as elevated energy prices have the potential to add to inflation pressures.	1
200601	 The Committee judges that some further policy firming may be needed to keep the risks to the attainment of both sustainable economic growth and price stability roughly in balance. In any event, the Committee will respond to changes in economic prospects as needed to foster these objectives.	2
200601	 Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Roger W. Ferguson, Jr.; Jack Guynn; Donald L. Kohn; Jeffrey M. Lacker; Mark W. Olson; Sandra Pianalto; and Janet L. Yellen.	3
200601	 In a related action, the Board of Governors unanimously approved a 25-basis-point increase in the discount rate to 5-1/2 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Kansas City, Dallas, and San Francisco.	4
200603	 The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 4-3/4 percent.	0
200603	 The slowing of the growth of real GDP in the fourth quarter of 2005 seems largely to have reflected temporary or special factors. Economic growth has rebounded strongly in the current quarter but appears likely to moderate to a more sustainable pace. As yet, the run-up in the prices of energy and other commodities appears to have had only a modest effect on core inflation, ongoing productivity gains have helped to hold the growth of unit labor costs in check, and inflation expectations remain contained. Still, possible increases in resource utilization, in combination with the elevated prices of energy and other commodities, have the potential to add to inflation pressures.	1
200603	 The Committee judges that some further policy firming may be needed to keep the risks to the attainment of both sustainable economic growth and price stability roughly in balance. In any event, the Committee will respond to changes in economic prospects as needed to foster these objectives.	2
200603	 Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Jack Guynn; Donald L. Kohn; Randall S. Kroszner; Jeffrey M. Lacker; Mark W. Olson; Sandra Pianalto; Kevin M. Warsh; and Janet L. Yellen.	3
200603	 In a related action, the Board of Governors approved a 25-basis-point increase in the discount rate to 5-3/4 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Dallas, and San Francisco.	4
200605	 The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 5 percent.	0
200605	 Economic growth has been quite strong so far this year. The Committee sees growth as likely to moderate to a more sustainable pace, partly reflecting a gradual cooling of the housing market and the lagged effects of increases in interest rates and energy prices.	1
200605	 As yet, the run-up in the prices of energy and other commodities appears to have had only a modest effect on core inflation, ongoing productivity gains have helped to hold the growth of unit labor costs in check, and inflation expectations remain contained. Still, possible increases in resource utilization, in combination with the elevated prices of energy and other commodities, have the potential to add to inflation pressures.	2
200605	 The Committee judges that some further policy firming may yet be needed to address inflation risks but emphasizes that the extent and timing of any such firming will depend importantly on the evolution of the economic outlook as implied by incoming information. In any event, the Committee will respond to changes in economic prospects as needed to support the attainment of its objectives.	3
200605	 Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Jack Guynn; Donald L. Kohn; Randall S. Kroszner; Jeffrey M. Lacker; Mark W. Olson; Sandra Pianalto; Kevin M. Warsh; and Janet L. Yellen.	4
200605	 In a related action, the Board of Governors unanimously approved a 25-basis-point increase in the discount rate to 6 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Dallas, and San Francisco.	5
200606	 The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 5-1/4 percent.	0
200606	 Recent indicators suggest that economic growth is moderating from its quite strong pace earlier this year, partly reflecting a gradual cooling of the housing market and the lagged effects of increases in interest rates and energy prices.	1
200606	 Readings on core inflation have been elevated in recent months. Ongoing productivity gains have held down the rise in unit labor costs, and inflation expectations remain contained. However, the high levels of resource utilization and of the prices of energy and other commodities have the potential to sustain inflation pressures.	2
200606	 Although the moderation in the growth of aggregate demand should help to limit inflation pressures over time, the Committee judges that some inflation risks remain. The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information. In any event, the Committee will respond to changes in economic prospects as needed to support the attainment of its objectives.	3
200606	 Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Jack Guynn; Donald L. Kohn; Randall S. Kroszner; Jeffrey M. Lacker; Sandra Pianalto; Kevin M. Warsh; and Janet L. Yellen.	4
200606	 In a related action, the Board of Governors unanimously approved a 25-basis-point increase in the discount rate to 6-1/4 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, and Dallas.	5
200608	 The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent.	0
200608	 Economic growth has moderated from its quite strong pace earlier this year, partly reflecting a gradual cooling of the housing market and the lagged effects of increases in interest rates and energy prices.	1
200608	 Readings on core inflation have been elevated in recent months, and the high levels of resource utilization and of the prices of energy and other commodities have the potential to sustain inflation pressures. However, inflation pressures seem likely to moderate over time, reflecting contained inflation expectations and the cumulative effects of monetary policy actions and other factors restraining aggregate demand.	2
200608	 Nonetheless, the Committee judges that some inflation risks remain. The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information.	3
200608	 Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Jack Guynn; Donald L. Kohn; Randall S. Kroszner; Sandra Pianalto; Kevin M. Warsh; and Janet L. Yellen. Voting against was Jeffrey M. Lacker, who preferred an increase of 25 basis points in the federal funds rate target at this meeting.	4
200609	 The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent.	0
200609	 The moderation in economic growth appears to be continuing, partly reflecting a cooling of the housing market.	1
200609	 Readings on core inflation have been elevated, and the high levels of resource utilization and of the prices of energy and other commodities have the potential to sustain inflation pressures. However, inflation pressures seem likely to moderate over time, reflecting reduced impetus from energy prices, contained inflation expectations, and the cumulative effects of monetary policy actions and other factors restraining aggregate demand.	2
200609	 Nonetheless, the Committee judges that some inflation risks remain. The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information.	3
